ItemNo,Item Status,ItemName,Material,PatentInfo,CatalogDescription,MaterialDescPatent,ColorList,CatalogSize,ImprintTextAll,PackagingAndWeight,PackagingDetails,CatalogWeight,Disclaimers,Batteries,CatalogRuncharges,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5
SM-7441,Inline,The Maple Fold Up Tote Bag,80g Non-Woven Polypropylene,,"Open main compartment with double 10"" handles. Front open top pocket. Folds for compact carry with snap closure. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 10"" handles. Front open top pocket. Folds for compact carry with snap closure. Reusable and a great alternative to plastic bags.","Black, Blue or Green","18"" H x 15.5"" W","ColorPrint front pocket: 2"" H x 4"" W (default imprint area)
ColorPrint back: 8"" H x 8"" W","Bulk Packed / 41 lbs. per case of 200
Run Charge: Level 3
Item not shipped folded.  Packed flat.",Bulk Packed,Bulk Packed / 41 lbs. per case of 200,Item not shipped folded.  Packed flat.,, Level 3,200,475,750,1125,1500,1.99 ,1.89 ,1.79 ,1.69 ,1.59 
SM-7442,Inline,The Journey Laptop Business Backpack,600d PolyCanvas,,Two zippered main compartments; back compartment contains a padded laptop compartment with a Velcro secured strap. Zippered front pocket includes a deluxe organization panel with multiple pockets. Side media pocket with earbud port. Side mesh pocket. Reinforced heavy-duty rubber-trimmed top carry handle.,600d PolyCanvas. Two zippered main compartments; back compartment contains a padded laptop compartment with a Velcro secured strap. Zippered front pocket includes a deluxe organization panel with multiple pockets. Side media pocket with earbud port. Side mesh pocket. Reinforced heavy-duty rubber-trimmed top carry handle.,Black,"17"" H x 12.5"" W x 5"" L","ColorPrint: 4"" H x 5"" W","Bulk Packed / 53 lbs. per case of 20
Run Charge: Level 3",Bulk Packed,Bulk Packed / 53 lbs. per case of 20,,, Level 3,25,125,250,375,500,20.39 ,19.16 ,17.94 ,16.71 ,15.49 
SM-7445,Inline,The Quill Meeting Brief,600d PolyCanvas,,"Zippered main compartment. Zippered front pocket. Velcro side pocket. Double 11-1/4"" top carry handles. Adjustable shoulder strap.","600d PolyCanvas. Zippered main compartment. Zippered front pocket. Velcro side pocket. Double 11-1/4"" top carry handles. Adjustable shoulder strap.","Black, Blue, Lime Green, Red or White","11.25"" H x 15"" W x 4"" L","ColorPrint: 3"" H x 4"" W","Bulk Packed / 33 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 33 lbs. per case of 50,,, Level 3,75,300,500,750,1000,7.27 ,6.70 ,6.13 ,5.56 ,4.99 
SM-7453,Inline,The Mini Elm Tote Bag,80g Non-Woven Polypropylene,,"Open main compartment with double 24"" handles. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 24"" handles. Reusable and a great alternative to plastic bags.","Black, Blue, Burgundy, Cream, Hunter Green, Lime Green, Navy Blue, Orange, Process Blue, Purple, Red, White or Yellow","10"" H x 8.25"" W x 4"" L","ColorPrint per side: 5-1/2"" H x 5"" W","Bulk Packed / 12 lbs. per case of 300
Run Charge: Level 2",Bulk Packed,Bulk Packed / 12 lbs. per case of 300,,, Level 2,250,625,1000,1500,2000,1.56 ,1.41 ,1.27 ,1.13 ,0.99 
SM-7454,Inline,The Willow Shopper Tote Bag,80g Non-Woven Polypropylene,,"Open main compartment with double 25-1/2"" handles. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 25-1/2"" handles. Reusable and a great alternative to plastic bags.","Black, Blue, Hunter Green, Red or Yellow","15"" H x 15.75"" W x 4.5"" L","ColorPrint per side: 10"" H x 5"" W","Bulk Packed / 43 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 43 lbs. per case of 200,,, Level 3,200,475,750,1125,1500,2.10 ,1.95 ,1.80 ,1.64 ,1.49 
SM-7455,Inline,The Oak Shopper Tote Bag,80g Non-Woven Polypropylene,,"Open main compartment with double 23"" handles reinforced with metal grommets. Reusable and a great alternative to plastic bags.","80g Non-Woven Polypropylene. Open main compartment with double 23"" handles reinforced with metal grommets. Reusable and a great alternative to plastic bags.","Black, Blue, Lime Green, Natural, Orange, Purple or Red","15.5"" H x 19"" W x 5.5"" L","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 45 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 45 lbs. per case of 200,,, Level 3,200,475,750,1125,1500,2.30 ,2.12 ,1.94 ,1.77 ,1.59 
SM-7458,Inline,The Pine Meeting Tote,600d PolyCanvas,,Main open compartment. Front open top pocket. Side pen sleeves. Adjustable shoulder strap.,600d PolyCanvas. Main open compartment. Front open top pocket. Side pen sleeves. Adjustable shoulder strap.,"Black, Black w/ Blue Trim, Black w/ Gray Trim, Black w/ Green Trim or Black w/ Red Trim","12.75"" H x 14"" W x 2"" L","ColorPrint per side: 5"" H x 7"" W","Bulk Packed / 26 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 26 lbs. per case of 50,,, Level 3,100,300,500,750,1000,4.78 ,4.58 ,4.39 ,4.19 ,3.99 
SM-7459,Inline,The Condor Cotton Drawstring Cinch,4 oz. Cotton Canvas,,Open main cotton compartment with drawstring rope closure.,4 oz. Cotton Canvas. Open main cotton compartment with drawstring rope closure.,"Natural, Navy Blue or Red","16"" H x 14"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 23 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 23 lbs. per case of 200,,, Level 3,200,475,750,1125,1500,2.55 ,2.36 ,2.17 ,1.98 ,1.79 
SM-7460,Inline,The Eagle Drawstring Cinch Backpack,80g Non-Woven Polypropylene,,Open main compartment with drawstring rope closure. Reflective stripes. Carry handle.,80g Non-Woven Polypropylene. Open main compartment with drawstring rope closure. Reflective stripes. Carry handle.,"Black, Blue, Burgundy, Hunter Green, Lime Green, Navy Blue, Orange, Purple, Red or Yellow","20"" H x 16"" W","ColorPrint per side: 6"" H x 8"" W","Bulk Packed / 39 lbs. per case of 200
Run Charge: Level 3",Bulk Packed,Bulk Packed / 39 lbs. per case of 200,,, Level 3,150,450,750,1125,1500,2.82 ,2.59 ,2.36 ,2.12 ,1.89 
SM-7461,Inline,The Raven Drawstring Cinch Backpack,600d PolyCanvas,,Open main compartment with drawstring rope closure. Zippered expandable gusset. Zippered front pocket with earbud port.,600d PolyCanvas. Open main compartment with drawstring rope closure. Zippered expandable gusset. Zippered front pocket with earbud port.,"Black, Black w/ Blue Trim, Black w/ Green Trim, Black w/ Orange Trim or Black w/ Red Trim","17"" H x 14"" W x 3.25"" L","ColorPrint: 5"" H x 5"" W","Bulk Packed / 31 lbs. per case of 50
Run Charge: Level 3
Earbuds not included.",Bulk Packed,Bulk Packed / 31 lbs. per case of 50,Earbuds not included.,, Level 3,75,300,500,750,1000,7.04 ,6.50 ,5.97 ,5.43 ,4.89 
SM-7475,Inline,6-Can Cooler Bag,600d PolyCanvas,,PEVA insulation. Zippered main compartment. Front gusseted pocket with Velcro closure. Inside mesh pocket with Velcro closure and clear ID window. Adjustable shoulder strap.,600d PolyCanvas. PEVA insulation. Zippered main compartment. Front gusseted pocket with Velcro closure. Inside mesh pocket with Velcro closure and clear ID window. Adjustable shoulder strap.,"Black, Hunter Green, Orange, Red, Royal Blue or Yellow","7.75"" H x 8"" W x 5.875"" L","ColorPrint: 2"" H x 4-1/2"" W","Bulk Packed / 27 lbs. per case of 40
Run Charge: Level 3",Bulk Packed,Bulk Packed / 27 lbs. per case of 40,,, Level 3,75,300,500,750,1000,6.33 ,5.99 ,5.66 ,5.32 ,4.99 
SM-7482,Inline,The Grande Cooler Bag,70d Nylon,,"PEVA insulation. Separate top and bottom compartments. Zippered main compartment. Large top zippered compartment. Gusseted zippered front pocket. Detachable, adjustable shoulder strap.","70d Nylon. PEVA insulation. Separate top and bottom compartments. Zippered main compartment. Large top zippered compartment. Gusseted zippered front pocket. Detachable, adjustable shoulder strap.","Black, Blue or Red","10"" H x 11"" W x 7"" L","ColorPrint: 3"" H x 5"" W","Bulk Packed / 40 lbs. per case of 25
Run Charge: Level 3",Bulk Packed,Bulk Packed / 40 lbs. per case of 25,,, Level 3,40,270,500,750,1000,14.02 ,13.39 ,12.76 ,12.12 ,11.49 
SM-7489,Inline,18-Can Rolling Cooler,70d Nylon,,"PEVA insulation. Zippered main compartment. Front-zippered pocket. Side mesh pockets. 20"" telescoping handle. Durable wheels. Detachable, adjustable padded shoulder strap. Collapsible with Velcro straps for easy storage.","70d Nylon. PEVA insulation. Zippered main compartment. Front-zippered pocket. Side mesh pockets. 20"" telescoping handle. Durable wheels. Detachable, adjustable padded shoulder strap. Collapsible with Velcro straps for easy storage.",Blue or Red,"17"" H x 10.75"" W x 8"" L","ColorPrint: 4-1/2"" H x 5"" W","Bulk Packed / 39 lbs. per case of 6
Run Charge: Level 3",Bulk Packed,Bulk Packed / 39 lbs. per case of 6,,, Level 3,20,125,250,375,500,28.96 ,26.72 ,24.47 ,22.23 ,19.99 
SM-7491,Inline,The Commuter Cooler Bag,600d PolyCanvas,,PEVA insulation. Zippered main compartment. Gusseted zippered front pocket. Side mesh pockets. Adjustable top lacing. Adjustable shoulder strap.,600d PolyCanvas. PEVA insulation. Zippered main compartment. Gusseted zippered front pocket. Side mesh pockets. Adjustable top lacing. Adjustable shoulder strap.,Blue or Red,"6.75"" H x 8"" W x 6"" L","ColorPrint: 2-1/4"" H x 3-1/2"" W","Bulk Packed / 35 lbs. per case of 30
Run Charge: Level 3",Bulk Packed,Bulk Packed / 35 lbs. per case of 30,,, Level 3,50,275,500,750,1000,9.63 ,8.87 ,8.11 ,7.35 ,6.59 
SM-7493,Inline,On the Go Cooler Bag,600d PolyCanvas,,PEVA insulation. Zippered main compartment. Gusseted zippered front pocket. Side open pockets. Reinforced top carry handle.,600d PolyCanvas. PEVA insulation. Zippered main compartment. Gusseted zippered front pocket. Side open pockets. Reinforced top carry handle.,"Blue, Green or Yellow","9"" H x 9.5"" W x 6.5"" L","ColorPrint: 2-1/2"" H x 4-1/2"" W","Bulk Packed / 41 lbs. per case of 30
Run Charge: Level 3",Bulk Packed,Bulk Packed / 41 lbs. per case of 30,,, Level 3,50,275,500,750,1000,8.77 ,8.20 ,7.63 ,7.06 ,6.49 
SM-7499,Inline,30-Can Rolling Cooler,70d Nylon,,"PEVA insulation. Zippered main compartment. Zippered front pocket. Side mesh pockets. 20"" telescoping handle. Durable wheels. Detachable, adjustable padded shoulder strap. Collapsible with Velcro straps for easy storage.","70d Nylon. PEVA insulation. Zippered main compartment. Zippered front pocket. Side mesh pockets. 20"" telescoping handle. Durable wheels. Detachable, adjustable padded shoulder strap. Collapsible with Velcro straps for easy storage.","Black, Blue, Hunter Green or Red","19.5"" H x 13.25"" W x 8"" L","ColorPrint: 5"" H x 6"" W","Bulk Packed / 46 lbs. per case of 6
Run Charge: Level 3",Bulk Packed,Bulk Packed / 46 lbs. per case of 6,,, Level 3,15,125,250,375,500,33.15 ,30.61 ,28.07 ,25.53 ,22.99 
SM-7500,Inline,Out to Lunch 6-Pack Cooler Bag,70d Nylon,,PEVA insulation. Zippered main compartment. Front open pocket. Adjustable shoulder strap.,70d Nylon. PEVA insulation. Zippered main compartment. Front open pocket. Adjustable shoulder strap.,"Black, Hunter Green, Lime Green, Navy Blue, Orange, Pink, Purple, Red, Royal Blue or Yellow","6.625"" H x 9"" W x 6.125"" L","ColorPrint: 2-1/2"" H x 5-1/2"" W","Bulk Packed / 30 lbs. per case of 60
Run Charge: Level 2",Bulk Packed,Bulk Packed / 30 lbs. per case of 60,,, Level 2,100,300,500,750,1000,4.62 ,4.21 ,3.80 ,3.40 ,2.99 
SM-7501,Inline,Deluxe 6-Pack Cooler Bag,70d Nylon,,PEVA insulation. Zippered main compartment. Open mesh pocket on back. Zippered front pocket. Adjustable shoulder strap.,70d Nylon. PEVA insulation. Zippered main compartment. Open mesh pocket on back. Zippered front pocket. Adjustable shoulder strap.,"Green, Navy Blue, Red, Royal Blue or Yellow","6.5"" H x 9"" W x 6"" L","ColorPrint: 2"" H x 5-1/2"" W","Bulk Packed / 29 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 29 lbs. per case of 50,,, Level 3,100,300,500,750,1000,5.26 ,4.91 ,4.57 ,4.22 ,3.87 
SM-7503,Inline,12-Pack Lunch Cooler,70d Nylon,,PEVA insulation. Zippered main compartment. Front open pocket. Adjustable shoulder strap.,70d Nylon. PEVA insulation. Zippered main compartment. Front open pocket. Adjustable shoulder strap.,Red or Royal Blue,"11"" H x 9.5"" W x 6"" L","ColorPrint: 4"" H x 5-1/2"" W","Bulk Packed / 35 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 35 lbs. per case of 50,,, Level 3,75,300,500,750,1000,6.19 ,5.77 ,5.34 ,4.92 ,4.49 
SM-7516,Inline,The Big Time Lunch Cooler,80g Non-Woven Polypropylene,,"Insulated with heat-sealed water-resistant lining. Large zippered main compartment. Side pocket. Mesh side pocket. Clear ID pocket on back. Double 22"" reinforced handles.","80g Non-Woven Polypropylene. Insulated with heat-sealed water-resistant lining. Large zippered main compartment. Side pocket. Mesh side pocket. Clear ID pocket on back. Double 22"" reinforced handles.","Black, Cream, Lime Green, Orange, Purple, Red or Royal Blue","14"" H x 9"" W x 7"" L","ColorPrint per side: 6"" H x 6-1/2"" W (1 color only)","Bulk Packed / 39 lbs. per case of 100
Run Charge: Level 3",Bulk Packed,Bulk Packed / 39 lbs. per case of 100,,, Level 3,100,300,500,750,1000,4.47 ,4.03 ,3.58 ,3.14 ,2.69 
SM-7523,Inline,MP3 / Audio Device Holder,Polyester with foam padding,,Adjustable arm band. Media Velcro pocket.,Polyester with foam padding. Adjustable arm band. Media Velcro pocket.,Black or Royal Blue,"4.438"" H x 2.938"" W x 1.938"" L","ColorPrint bottom of flap (1"" Dia (default imprint area, 1 color only))
ColorPrint vertical: 2-1/2"" H x 5/8"" W (1 color only)","Bulk Packed / 25 lbs. per case of 200

Earphones and accessories not included.",Bulk Packed,Bulk Packed / 25 lbs. per case of 200,Earphones and accessories not included.,,,150,450,750,1125,1500,3.30 ,3.10 ,2.90 ,2.69 ,2.49 
SM-7527,Inline,Multi-Pocket Device Holder,300d Polyester,,Adjustable arm band. Main zippered media compartment. Front flap Velcro pocket. Two side mesh pockets.,300d Polyester. Adjustable arm band. Main zippered media compartment. Front flap Velcro pocket. Two side mesh pockets.,Black,"4.438"" H x 2.75"" W x 1.438"" L with 1-7/16"" gusset","ColorPrint: 1-1/8"" H x 1-1/8"" W (1 color only)","Bulk Packed / 20 lbs. per case of 100

Earphones and accessories not included.",Bulk Packed,Bulk Packed / 20 lbs. per case of 100,Earphones and accessories not included.,,,100,300,500,750,1000,3.96 ,3.72 ,3.48 ,3.23 ,2.99 
SM-7528,Inline,The Trek Duffel Bag,600d PolyCanvas,,Zippered main compartment. Zippered front pocket. Supportive bottom feet. Adjustable shoulder strap.,600d PolyCanvas. Zippered main compartment. Zippered front pocket. Supportive bottom feet. Adjustable shoulder strap.,"Black, Black w/ Blue Trim or Black w/ Red Trim","9.75"" H x 15.75"" W x 8.5"" L","ColorPrint: 4"" H x 5"" W","Bulk Packed / 20 lbs. per case of 25
Run Charge: Level 3",Bulk Packed,Bulk Packed / 20 lbs. per case of 25,,, Level 3,75,300,500,750,1000,7.21 ,6.66 ,6.10 ,5.55 ,4.99 
SM-7533,Inline,The Weekender Deluxe Duffel Bag,600d PolyCanvas,,"Zippered main compartment. Zippered front media pocket with earbud port. Front mesh pocket. Front pouch with adjustable drawstring and squeeze-top water bottle (not imprinted). Zippered side shoe compartment. Secure bottom board and five durable bottom feet. Velcro closure grip on handles. Double 20-1/2"" reinforced handles. Detachable, adjustable padded shoulder strap.","600d PolyCanvas. Zippered main compartment. Zippered front media pocket with earbud port. Front mesh pocket. Front pouch with adjustable drawstring and squeeze-top water bottle (not imprinted). Zippered side shoe compartment. Secure bottom board and five durable bottom feet. Velcro closure grip on handles. Double 20-1/2"" reinforced handles. Detachable, adjustable padded shoulder strap.","Black, Blue or Red","11"" H x 18.5"" W x 10.25"" L","ColorPrint: 4-1/2"" H x 4-1/2"" W","Bulk Packed / 45 lbs. per case of 20
Run Charge: Level 3
Additional accessories not included.",Bulk Packed,Bulk Packed / 45 lbs. per case of 20,Additional accessories not included.,, Level 3,40,270,500,750,1000,14.89 ,13.66 ,12.44 ,11.21 ,9.99 
SM-7539,Inline,The Heavy Duty Zippered Business Tote Bag,600d PolyCanvas,,"Zippered main compartment with double 29"" handles. Interior zippered pocket. Front pocket with Velcro closure. Great for conventions, meetings and tradeshows.","600d PolyCanvas. Zippered main compartment with double 29"" handles. Interior zippered pocket. Front pocket with Velcro closure. Great for conventions, meetings and tradeshows.","Black, Blue, Hunter Green or Red","15.5"" H x 18.5"" W x 5.75"" L","ColorPrint per side: 6"" H x 5"" W","Bulk Packed / 31 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 31 lbs. per case of 50,,, Level 3,100,300,500,750,1000,5.94 ,5.45 ,4.97 ,4.48 ,3.99 
SM-7540,Inline,The Deluxe Convention Tote Bag,600d PolyCanvas,,"Open main compartment with reinforced double 24"" handles. Great for conventions, meetings and tradeshows.","600d PolyCanvas. Open main compartment with reinforced double 24"" handles. Great for conventions, meetings and tradeshows.","Black, Blue, Green, Light Blue, Orange, Purple, Red or Yellow","15.25"" H x 14"" W","ColorPrint per side: 8"" H x 8"" W","Bulk Packed / 22 lbs. per case of 50
Run Charge: Level 3",Bulk Packed,Bulk Packed / 22 lbs. per case of 50,,, Level 3,150,450,750,1125,1500,3.19 ,3.02 ,2.84 ,2.67 ,2.49 
SM-7541,Inline,Deluxe Insulated Cooler Chair,420d Nylon,,Durable metal frame with deluxe padded seat. PEVA insulation. Zippered main compartment. Zippered front pocket. Two outer pouches. Adjustable padded shoulder strap. Collapsible for easy storage.,420d Nylon. Durable metal frame with deluxe padded seat. PEVA insulation. Zippered main compartment. Zippered front pocket. Two outer pouches. Adjustable padded shoulder strap. Collapsible for easy storage.,Black or Blue,"10.5"" H x 12"" W x 13.75"" L","ColorPrint: 4"" H x 7"" W","Bulk Packed / 38 lbs. per case of 10
Run Charge: Level 3",Bulk Packed,Bulk Packed / 38 lbs. per case of 10,,, Level 3,25,125,250,375,500,20.62 ,19.47 ,18.31 ,17.15 ,15.99 
