Item #,Category,Name,Color,Description,Length,Height,Width,Diameter,Fabric/Material,Code,Min Qty,US Min Price,CDN Min Price,2nd Qty,US 2nd Price,CDN 2nd Price,3rd Qty,US 3rd Price,CDN 3rd Price,EQP Qty,US EQP Price,CDN EQP Price,Price Valid Through,Print,Embroider,Deboss/Emboss,Logomagic,Patch,Gemphoto/Heat Transfers,Laser Engrave,Personalization,Weight Per Carton Lbs,Quantity Per Box,Carton Dimensions
50202,"Women's, Brands, Drinkware",bobbleÂ® sport,Deep Pink,"^24 oz. ^ Sport-lifestyle ready with soft-touch integrated cap and easy carry handle ^ Patented sleek reusable water bottle filters as you drink ^ Made in the USA ^ An eco-friendly alternative to single-serve water bottles ^ Customizable non-slip band for easy carrying ^ Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water ^ 1 filter=300 water bottles ^ BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted^Bobble samples are non-returnable",0,8.875,3.25,0,Polypropylene,S,50,7.98,10.67,,,,,,,50,7.98,10.67,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,47,23 x 17 x 13
50203,"Women's, Brands, Drinkware",bobbleÂ® sport,Lavender,"^24 oz. ^ Sport-lifestyle ready with soft-touch integrated cap and easy carry handle ^ Patented sleek reusable water bottle filters as you drink ^ Made in the USA ^ An eco-friendly alternative to single-serve water bottles ^ Customizable non-slip band for easy carrying ^ Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water ^ 1 filter=300 water bottles ^ BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted^Bobble samples are non-returnable",0,8.875,3.25,0,Polypropylene,S,50,7.98,10.67,,,,,,,50,7.98,10.67,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,47,23 x 17 x 13
50300,"Women's, Brands, Drinkware",bobbleÂ® iced,Black,"^22 oz. ^ Reusable, sustainable^ Spill resistant lid ^ Unique, reusable straw designed for easy drinking and mixing ^ Compact design fits in most car cup holders, soda and coffee machines ^ Customizable non-slip band for easy carrying BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted ^Bobble samples are non-returnable",0,8.625,3.25,0,Tritan BPA-free Plastic,S,50,6.98,10.18,,,,,,,50,6.98,10.18,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,35,23 x 17 x 13
50301,"Women's, Brands, Drinkware",bobbleÂ® iced,Aqua Blue,"^22 oz. ^ Reusable, sustainable^ Spill resistant lid ^ Unique, reusable straw designed for easy drinking and mixing ^ Compact design fits in most car cup holders, soda and coffee machines ^ Customizable non-slip band for easy carrying BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted ^Bobble samples are non-returnable",0,8.625,3.25,0,Tritan BPA-free Plastic,S,50,6.98,10.18,,,,,,,50,6.98,10.18,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,35,23 x 17 x 13
50302,"Women's, Brands, Drinkware",bobbleÂ® iced,Deep Pink,"^22 oz. ^ Reusable, sustainable^ Spill resistant lid ^ Unique, reusable straw designed for easy drinking and mixing ^ Compact design fits in most car cup holders, soda and coffee machines ^ Customizable non-slip band for easy carrying BPA free, phthalates free and PVC free ^ Top rack dishwasher safe ^Blank orders for bobble products are not accepted ^Bobble samples are non-returnable",0,8.625,3.25,0,Tritan BPA-free Plastic,S,50,6.98,10.18,,,,,,,50,6.98,10.18,12/31/2015 0:00:00,Silicone band front panel center 1.5W 1H(one color â€“ white or black ink only / metallic silver ink at additional charge),,,,,,,,13,35,23 x 17 x 13
5035,"Backpacks, Brands, Essential Styles",Life in Motion Alloy Computer Backpack,Black,"^Front zippered compartment with multi-function organizer and padded, scratch-resistant tablet pocket (fits most 10"" tablets with a case) ^Top zippered, scratch-resistant pocket perfect for storing a smartphone or sunglasses ^ Generous, zippered main compartment with mesh storage pockets ^ Back features Viewpoint system zippered compartment for easy scanning of laptop ^Fits up to a 15"" laptop ^ Sport-foam mesh shoulder straps for comfortable carrying ^ Mesh water bottle pocket",13,18.5,8.5,0,420D dobby / 600D polyester,PQ2R,12,48.48,64.25,25,41.75,55.48,50,36.48,48.48,100,34.98,46.48,12/31/2015 0:00:00,Front pocket center 3W 4H,"Front pocket center 3"" dia.",,,,,,,17,10,19 x 15 x 16
5050,"Backpacks, Vertex Technical Series, Brands",Vertex Computer Backpack,Black/Grey,"^Rugged computer backpack designed for work or play^Unique dual decoration detail built right into the bag^Two large main compartments help keep you organized^Padded computer sleeve (fits up to: 15.4"" laptop)^Front zipper pocket features multi-function organizer^Contoured padding on torso for extra comfort^Padded adjustable shoulder straps and molded grab handle^Side zippered pocket for MP3 player with earphone exit^Exclusive patented product",13,18.75,7,0,420d dobby polyester / 600d polyester,PQ2R,12,62.48,81.98,25,53.48,70.25,50,46.75,61.48,100,44.98,59.25,12/31/2015 0:00:00,(1) Front pocket center 4W 5H,"(1) Front pocket upper center 3.0"" dia.",,(1) Top panel .75W .5H,(1) Front pocket upper center 2.5W 1.125H,,,,21,10,23 x 17 x 13
50500,"Brands, Drinkware",bobbleÂ® jug,Black,"^64 oz. ^ 2 liter ^ Filters fast and doubles as a serving jug ^ Sleek, compact design fits in the refrigerator door ^ Built-in handle, flip-top lid ^ BPA free, phthalates free and PVC free ^ Replace filter every 2 months/26 gallons/100 liters ^ Filter basket, calendar and lid are dishwasher safe, top shelf recommended ^ Hand wash serving jug and filter with warm water and mild soap ^Blank orders for bobble products are not accepted^Bobble samples are non-returnable",7,10.375,4.25,0,Tritan BPA-free Plastic,S,50,23.98,31.77,,,,,,,50,23.98,31.77,12/31/2015 0:00:00,Handle right front panel lower center 2.5W 2.25W Handle right upper center 2W .75H (PMS color match available),,,,,,,,15,13,23 x 17 x 13
50501,"Brands, Drinkware",bobbleÂ® jug,White,"^64 oz. ^ 2 liter ^ Filters fast and doubles as a serving jug ^ Sleek, compact design fits in the refrigerator door ^ Built-in handle, flip-top lid ^ BPA free, phthalates free and PVC free ^ Replace filter every 2 months/26 gallons/100 liters ^ Filter basket, calendar and lid are dishwasher safe, top shelf recommended ^ Hand wash serving jug and filter with warm water and mild soap ^Blank orders for bobble products are not accepted^Bobble samples are non-returnable",7,10.375,4.25,0,Tritan BPA-free Plastic,S,50,23.98,31.77,,,,,,,50,23.98,31.77,12/31/2015 0:00:00,Handle right front panel lower center 2.5W 2.25W Handle right upper center 2W .75H (PMS color match available),,,,,,,,15,13,23 x 17 x 13
50600,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Black,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50601,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Royal Blue,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50602,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Aqua Blue,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50603,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Red,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50604,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Green,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50605,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Orange,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50606,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Deep Pink,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50607,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Burgundy,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50608,"Gifts, Living Green, Women's, Brands, Essential Styles, Drinkware",bobbleÂ® w/ tether cap 18.5 oz,Gold,"^PET with Silicone Carry Cap^Patented, sleek reusable water bottle^Filters as you drink ^Made in the USA^Soft-touch integrated tether carry cap^Customizable non-slip band for easy carrying^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Effortlessly sustainable ^Hand wash with warm water and mild soap",0,8.5,0,3,PET with Silicone Carry Cap,S,50,8.98,12.23,,,,,,,50,8.98,12.23,3/31/2015 0:00:00,Silicone band front panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge. Silicone band back panel center 1.25W 1H(one color-white or black ink only). Metallic silver ink at an additional charge.,,,,,,,,13,50,32 x 16 x 9
50700,"Gifts, New Products, Brands, Drinkware",bobbleÂ® sport with tether cap 22 oz,Grey,"^PET with Silicone Carry Cap^22 oz.^Sport-lifestyle ready with soft-touch integrated cap and easy carry handle^Tall and slim design to accommodate bike and car cup holders^Unique grip texture for easy carrying^Patented sleek reusable water bottle filters as you drink^Made in USA^Increased filter flow rate^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Hand wash with warm water and mild soap",0,10,0,3,PET with Silicone Carry Cap,PQSS,50,14.98,19.98,100,12.98,17.48,300,10.48,14.25,1000,9.98,13.48,12/31/2015 0:00:00,Front lower panel center 1.25W 1.25H Back lower panel center 1.25W 1.25H,,,,,,,,12,50,32 x 16 x 11
50701,"Gifts, New Products, Brands, Drinkware",bobbleÂ® sport with tether cap 22 oz,Navy,"^PET with Silicone Carry Cap^22 oz.^Sport-lifestyle ready with soft-touch integrated cap and easy carry handle^Tall and slim design to accommodate bike and car cup holders^Unique grip texture for easy carrying^Patented sleek reusable water bottle filters as you drink^Made in USA^Increased filter flow rate^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Hand wash with warm water and mild soap",0,10,0,3,PET with Silicone Carry Cap,PQSS,50,14.98,19.98,100,12.98,17.48,300,10.48,14.25,1000,9.98,13.48,12/31/2015 0:00:00,Front lower panel center 1.25W 1.25H Back lower panel center 1.25W 1.25H,,,,,,,,12,50,32 x 16 x 11
50702,"Gifts, New Products, Brands, Drinkware",bobbleÂ® sport with tether cap 22 oz,Sky Blue,"^PET with Silicone Carry Cap^22 oz.^Sport-lifestyle ready with soft-touch integrated cap and easy carry handle^Tall and slim design to accommodate bike and car cup holders^Unique grip texture for easy carrying^Patented sleek reusable water bottle filters as you drink^Made in USA^Increased filter flow rate^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Hand wash with warm water and mild soap",0,10,0,3,PET with Silicone Carry Cap,PQSS,50,14.98,19.98,100,12.98,17.48,300,10.48,14.25,1000,9.98,13.48,12/31/2015 0:00:00,Front lower panel center 1.25W 1.25H Back lower panel center 1.25W 1.25H,,,,,,,,12,50,32 x 16 x 11
50703,"Gifts, New Products, Brands, Drinkware",bobbleÂ® sport with tether cap 22 oz,Red,"^PET with Silicone Carry Cap^22 oz.^Sport-lifestyle ready with soft-touch integrated cap and easy carry handle^Tall and slim design to accommodate bike and car cup holders^Unique grip texture for easy carrying^Patented sleek reusable water bottle filters as you drink^Made in USA^Increased filter flow rate^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Hand wash with warm water and mild soap",0,10,0,3,PET with Silicone Carry Cap,PQSS,50,14.98,19.98,100,12.98,17.48,300,10.48,14.25,1000,9.98,13.48,12/31/2015 0:00:00,Front lower panel center 1.25W 1.25H Back lower panel center 1.25W 1.25H,,,,,,,,12,50,32 x 16 x 11
50704,"Gifts, New Products, Brands, Drinkware",bobbleÂ® sport with tether cap 22 oz,Green,"^PET with Silicone Carry Cap^22 oz.^Sport-lifestyle ready with soft-touch integrated cap and easy carry handle^Tall and slim design to accommodate bike and car cup holders^Unique grip texture for easy carrying^Patented sleek reusable water bottle filters as you drink^Made in USA^Increased filter flow rate^Replaceable carbon filter that removes chlorine and organic contaminants from municipal tap water^1 filter = 300 water bottles^BPA free, phthalate free and PVC free^Hand wash with warm water and mild soap",0,10,0,3,PET with Silicone Carry Cap,PQSS,50,14.98,19.98,100,12.98,17.48,300,10.48,14.25,1000,9.98,13.48,12/31/2015 0:00:00,Front lower panel center 1.25W 1.25H Back lower panel center 1.25W 1.25H,,,,,,,,12,50,32 x 16 x 11
