ItemNo,,ItemName,Material,CatalogDescription,ColorHeading,ColorList,Category,SubCategory,CatalogSize,PackagingDetails,CatalogWeight,Disclaimers,Standard Master Carton Width,Standard Master Carton Length,Standard Master Carton Depth,Standard Master Carton Quantity,Standard Master Carton Actual Weight,PriceQtyCol1,PriceQtyCol2,PriceQtyCol3,PriceQtyCol4,PriceQtyCol5,PriceUSCol1,PriceUSCol2,PriceUSCol3,PriceUSCol4,PriceUSCol5,PriceHeadingType,PriceHeadingUS,Icon_Brand_Name,Photo_Feature,ItemNew,NewCatText,CategoryImageName,SampleTagColors,RecPenCatText,RecPenPriceCol1,RecPenPriceCol2,RecPenPriceCol3,RecPenPriceCol4,RecPenPriceCol5,RecPenPriceCDNCol1,RecPenPriceCDNCol2,RecPenPriceCDNCol3,RecPenPriceCDNCol4,RecPenPriceCDNCol5,CatalogDescPackaging,RecPenFilename,BrandImageName,GroupSubName,GroupName,CategoryShopping,SubCategoryShopping
9/1/9350,INLINE,Wenger® Executive Leather Business Brief,Genuine Top Grain Leather,"The expandable pocket in this business brief grows to meet the organizational needs of the traveling executive. Simply unzip front pocket for additional storage. Zippered main compartment includes an organizer with four card slots, three pen loops, and a case for electronics and key ring. Large zippered interior pocket and multiple mesh compartments. Rear zippered pocket. Detachable leather-accented adjustable shoulder strap. Trolley handle attachment. Signature Wenger® hardware and lining.",Color:,Black,Business Cases,Business Cases (Business Cases),"13.5"" H x 16.5"" W x 3.25"" L",Bulk,,,22.83,18.11,14.17,6,22.04,6,20,40,60,100,159.88,153.38,146.88,140.38,129.98,5R,US$,Wenger.eps,9350-09BK_D-4.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"The expandable pocket in this business brief grows to meet the organizational needs of the traveling executive. Simply unzip front pocket for additional storage. Zippered main compartment includes an organizer with four card slots, three pen loops, and a case for electronics and key ring. Large zippered interior pocket and multiple mesh compartments. Rear zippered pocket. Detachable leather-accented adjustable shoulder strap. Trolley handle attachment. Signature Wenger® hardware and lining. Bulk",,Wenger.eps,Wenger® Executive Leather Business Brief,Wenger® Executive Leather Business Brief,Bags,Tech Bags
9350-16,INLINE,Wenger® Executive Leather Compu-Saddle Bag,Genuine Top Grain Leather,"Large storage compartment with built-in laptop sleeve that holds 17"" laptop. Expands 2.5"" to offer additional storage space. Zippered front pocket. Zippered deluxe organizer under flap. Rear zippered pocket. Padded adjustable shoulder strap. Signature Wenger® lining and hardware.",Color:,Black,Business Cases,Compu-Messenger Bags (Business Cases),"16"" H x 16"" W x 6"" L",Bulk,,,19.48,16.73,13.18,4,16.53,6,20,40,60,100,178.33,171.08,163.83,156.58,144.98,5R,US$,Wenger.eps,9350-16BK_D_FEATURE.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"Large storage compartment with built-in laptop sleeve that holds 17"" laptop. Expands 2.5"" to offer additional storage space. Zippered front pocket. Zippered deluxe organizer under flap. Rear zippered pocket. Padded adjustable shoulder strap. Signature Wenger® lining and hardware. Bulk",,Wenger.eps,Wenger® Executive Leather Compu-Saddle Bag,Wenger® Executive Leather Compu-Saddle Bag,Bags,Tech Bags
9350-21,INLINE,"Wenger® 21"" Wheeled Carry-On",840d Nylon,"The lightweight aluminum alloy handle extends to 41"" and features a comfortable grip for easy maneuvering. Inline wheels offer a smooth ride. Storage space expands 2.5"" on demand. Main packing compartment features zippered mesh pocket, foam bolsters to reduce wrinkling, and dual end pockets for storing accessories and toiletries. Separate compartments for garments. Front zippered organizer and pocket. Internal, dual end pockets. Corner guards for added protection. Top and side haul handle and integrated bottom grab handle provide leverage for lifting the bag. Meets FAA carry-on requirements. Signature Wenger® hardware and lining.",Color:,Black,Travel & Golf,Luggage (Travel & Golf),"22"" H x 15.5"" W x 10.25"" L",Bulk,,,11.40945,14.96063,23.22047,1,12.738,4,10,20,30,50,233.68,224.18,214.68,205.18,189.98,5R,US$,Wenger.eps,9350-21BK_D.eps,,,LuggageTravelGifts_R.eps,Color: Black,,,,,,,,,,,,"The lightweight aluminum alloy handle extends to 41"" and features a comfortable grip for easy maneuvering. Inline wheels offer a smooth ride. Storage space expands 2.5"" on demand. Main packing compartment features zippered mesh pocket, foam bolsters to reduce wrinkling, and dual end pockets for storing accessories and toiletries. Separate compartments for garments. Front zippered organizer and pocket. Internal, dual end pockets. Corner guards for added protection. Top and side haul handle and integrated bottom grab handle provide leverage for lifting the bag. Meets FAA carry-on requirements. Signature Wenger® hardware and lining. Bulk",,Wenger.eps,"Wenger® 21"" Wheeled Carry-On","Wenger® 21"" Wheeled Carry-On","Drinkware, Home & Travel",Luggage & Travel Gifts
9350-22,INLINE,Wenger® Tech Compu-Backpack,1680d Polyester,"Zippered main compartment (holds 15.4"" laptop) contains media storage pocket with earbud port and mesh pocket. Front zippered pocket contains full organization panel. Two side mesh water bottle pockets. Padded back panel features Wenger's® Airflow moisture-wicking mesh and detachable cell phone pocket and earbud port. Signature Wenger® lining and zipper pulls.",Color:,Charcoal,Backpacks,Compu-Backpacks (Backpacks),"15"" H x 5.5"" W x 13"" L",Bulk,,,0,0,0,0,0,6,20,40,60,100,98.38,94.38,90.38,86.38,79.98,5R,US$,Wenger.eps,9350-22CH_D-2.eps,,,TechBags_L.eps,Color: Charcoal,,,,,,,,,,,,"Zippered main compartment (holds 15.4"" laptop) contains media storage pocket with earbud port and mesh pocket. Front zippered pocket contains full organization panel. Two side mesh water bottle pockets. Padded back panel features Wenger's® Airflow moisture-wicking mesh and detachable cell phone pocket and earbud port. Signature Wenger® lining and zipper pulls. Bulk",,Wenger.eps,Wenger® Tech Compu-Backpack,Wenger® Tech Compu-Backpack,Bags,Tech Bags
9350-29,INLINE,Wenger® Mega Compu-Backpack,1680d Polyester,"Holds most 17"" laptops. Zippered main compartment contains media storage pocket with earbud port and file dividers. Zippered front pocket with organization panel, USB pockets and clip-on key chain. Additional zippered front pocket for quick-access items. Side water bottle pockets. Built-in carabiner clip. Two side zippered pockets. Zippered rear compartment contains built-in laptop sleeve. Padded back panel features Wenger's® Airflow moisture-wicking mesh and detachable cell phone pocket. Signature Wenger® lining and hardware.",Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"17.5"" H x 15"" W x 8.75"" L",Bulk,,,19.68,16.53,14.17,4,20.01,6,20,40,60,100,122.98,117.98,112.98,107.98,99.98,5R,US$,Wenger.eps,9350-29BK_D-4.eps,,,TechBags_L.eps,Color: Black,,,,,,,,,,,,"Holds most 17"" laptops. Zippered main compartment contains media storage pocket with earbud port and file dividers. Zippered front pocket with organization panel, USB pockets and clip-on key chain. Additional zippered front pocket for quick-access items. Side water bottle pockets. Built-in carabiner clip. Two side zippered pockets. Zippered rear compartment contains built-in laptop sleeve. Padded back panel features Wenger's® Airflow moisture-wicking mesh and detachable cell phone pocket. Signature Wenger® lining and hardware. Bulk",,Wenger.eps,Wenger® Mega Compu-Backpack,Wenger® Mega Compu-Backpack,Bags,Tech Bags
9350-33,INLINE,Wenger® Raven Compu-Backpack,600d PolyCanvas,Zippered main compartment includes laptop sleeve. Top and bottom zippered pockets on the front for all your accessories. Mesh side pocket. Padded back and straps. Includes adjustable compression straps.,Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"16.5"" H x 12"" W x 7.5"" L",Bulk,,,17.12598,14.76378,6.69291,6,7.7,12,50,100,150,200,59.02,56.62,54.22,51.82,47.98,5R,US$,Wenger.eps,9350-33BK_D-1.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,Zippered main compartment includes laptop sleeve. Top and bottom zippered pockets on the front for all your accessories. Mesh side pocket. Padded back and straps. Includes adjustable compression straps. Bulk,,Wenger.eps,Wenger® Raven Compu-Backpack,Wenger® Raven Compu-Backpack,Bags,Tech Bags
9350-37,INLINE,Wenger® Stainless Bottle 26oz,Stainless Steel,Plastic Screw-on lid. Wenger branding on bottle and lid. Stainless Steel construction. 26oz.,Colors:,Charcoal or Silver,Drinkware,Stainless Sport Bottles (Drinkware),"10.75"" H x 2.75"" D x 26 oz.",1-piece premium gift box,,,24.80315,18.70079,11.81102,48,25.96,48,150,300,450,600,9.82,9.42,9.02,8.62,7.98,5R,US$,Wenger.eps,9350-37CA_D.eps,,,Drinkware_R.eps,Colors: Charcoal or Silver,,,,,,,,,,,,Plastic Screw-on lid. Wenger branding on bottle and lid. Stainless Steel construction. 26oz. 1-piece premium gift box,,Wenger.eps,Wenger® Stainless Bottle 26oz,Wenger® Stainless Bottle 26oz,"Drinkware, Home & Travel",Drinkware
9350-39,INLINE,Wenger® Insulated Bottle 20oz,Stainless Steel with Stainless Steel liner,"Double-wall, vacuum-sealed stainless steel construction. Lid doubles as 6oz. drinking mug. Wenger branding on lid. 20oz.",Color:,Silver,Drinkware,Insulated Bottles (Drinkware),"9.5"" H x 3"" D x 20 oz.",1-piece premium gift box,,,19,14,19,25,30.8,36,100,150,250,400,15.6,14.97,14.33,13.7,12.68,5R,US$,Wenger.eps,9350-39SL_D.eps,,,Drinkware_L.eps,Color: Silver,,,,,,,,,,,,"Double-wall, vacuum-sealed stainless steel construction. Lid doubles as 6oz. drinking mug. Wenger branding on lid. 20oz. 1-piece premium gift box",,Wenger.eps,Wenger® Insulated Bottle 20oz,Wenger® Insulated Bottle 20oz,"Drinkware, Home & Travel",Drinkware
9350-42,INLINE,Wenger® Scan Smart Trek Compu-Backpack,Dobby Nylon,"TSA-friendly laptop compartment allows for increased speed and convenience through airport security. Holds most 17"" laptops. Main zippered compartment with interior media pocket and earbud port access. Front accessory pocket. Front zippered pocket with full organization. Front vertical valuables pocket. Side pockets with cinch top. Padded back panel features Wenger's® Airflow™ moisture-wicking mesh. Sunglasses attachment on padded backpack straps. Reinforced cable handle. Signature Wenger® lining and hardware.",Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"19"" H x 13"" W x 9"" L",Bulk,,,20,15,10,4,9.988,6,20,40,60,100,116.83,112.08,107.33,102.58,94.98,5R,US$,Wenger.eps,9350-42BK_D.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"TSA-friendly laptop compartment allows for increased speed and convenience through airport security. Holds most 17"" laptops. Main zippered compartment with interior media pocket and earbud port access. Front accessory pocket. Front zippered pocket with full organization. Front vertical valuables pocket. Side pockets with cinch top. Padded back panel features Wenger's® Airflow™ moisture-wicking mesh. Sunglasses attachment on padded backpack straps. Reinforced cable handle. Signature Wenger® lining and hardware. Bulk",,Wenger.eps,Wenger® Scan Smart Trek Compu-Backpack,Wenger® Scan Smart Trek Compu-Backpack,Bags,Tech Bags
9350-56,INLINE,Wenger® Leather Double Compartment Attache,Leather,"Includes two main zippered compartments. Two front zippered pockets and organizer. Internal laptop sleeve, with Velcro strap for security, holds laptops up to 15"". Zippered rear pocket. 1.5"" expandable zippered compartment. Detachable, adjustable shoulder strap with leather accents. Signature Wenger® hardware and lining.",Color:,Black,Business Cases,Compu-Cases (Business Cases),"12"" H x 16.88"" W x 6"" L",Bulk,,,25.97,18.11,14.17,6,27.55,6,20,40,60,100,190.63,182.88,175.13,167.38,154.98,5R,US$,Wenger.eps,9350-56BK_D.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"Includes two main zippered compartments. Two front zippered pockets and organizer. Internal laptop sleeve, with Velcro strap for security, holds laptops up to 15"". Zippered rear pocket. 1.5"" expandable zippered compartment. Detachable, adjustable shoulder strap with leather accents. Signature Wenger® hardware and lining. Bulk",,Wenger.eps,Wenger® Leather Double Compartment Attache,Wenger® Leather Double Compartment Attache,Bags,Tech Bags
9350-64,INLINE,Wenger® Leather Travel Wallet,Leather,"Interior pockets for passport, tickets, and travel itineraries. Elastic loop for pen or small, electronic devices. Four card slots. Hidden interior zippered organizer. Detachable key ring. Mesh ID pocket. Leather handle. Signature Swiss Army hardware and lining.",Color:,Black,Travel Gifts,Travel Wallets (Travel Gifts),"9.5"" H x 5.19"" W x 1.38"" L",2-piece black gift box,,,16.14,11.02,12.2,20,13.22,12,50,100,150,200,49.18,47.18,45.18,43.18,39.98,5R,US$,Wenger.eps,9350-64BK_D-5.eps,,,LuggageTravelGifts_L.eps,Color: Black,9350-64 + Recommended pen 1015-53,,,,,,,,,,,"Interior pockets for passport, tickets, and travel itineraries. Elastic loop for pen or small, electronic devices. Four card slots. Hidden interior zippered organizer. Detachable key ring. Mesh ID pocket. Leather handle. Signature Swiss Army hardware and lining. 2-piece black gift box",,Wenger.eps,Wenger® Leather Travel Wallet,Wenger® Leather Travel Wallet,"Drinkware, Home & Travel",Luggage & Travel Gifts
9350-68,INLINE,Wenger® Transit Deluxe Wheeled Compu-Case,1200d Polyester,"Holds standard 17"" laptop. Two large main compartments with removable laptop sleeve. Front zippered pocket with full organization panel. Top zippered quick-access pocket. Recessed, telescoping handle extends to 28"". Inline skate-style wheels with corner protectors. Rear ID window. Trolley handle attachment. Molded carry handle. Signature Wenger® hardware and lining.",Color:,Black,Business Cases,Wheeled Business Cases (Business Cases),"14"" H x 16.5"" W x 9.75"" L",Bulk,,,21.25,16.53,15.74,2,17.63,4,10,20,30,50,245.98,235.98,225.98,215.98,199.98,5R,US$,Wenger.eps,9350-68BK_D.eps,,,TechBags_L.eps,Color: Black,,,,,,,,,,,,"Holds standard 17"" laptop. Two large main compartments with removable laptop sleeve. Front zippered pocket with full organization panel. Top zippered quick-access pocket. Recessed, telescoping handle extends to 28"". Inline skate-style wheels with corner protectors. Rear ID window. Trolley handle attachment. Molded carry handle. Signature Wenger® hardware and lining. Bulk",,Wenger.eps,Wenger® Transit Deluxe Wheeled Compu-Case,Wenger® Transit Deluxe Wheeled Compu-Case,Bags,Tech Bags
9350-76,INLINE,Wenger® Scan Smart Journey Compu-Backpack,Dobby Nylon,"TSA-friendly design has a designated laptop-only section that unfolds to lay flat on the X-ray belt. Side-entry laptop compartment holds most 17"" laptops. Large main zippered compartment. Front zippered pocket with organizer including media holder, pen loops, business card holder, zippered mesh pocket and removable key fob. Side mesh pocket and elastic pocket. Padded shoulder strap with sunglasses holder. Padded back panel and adjustable shoulder straps made of Wenger® Airflow™ moisture wicking mesh. Reinforced cable carry handle. Signature Wenger® lining and hardware.",Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"18.5"" H x 13"" W x 9"" L",Bulk,,,16,9,21,4,11.9856,6,20,40,60,100,122.98,117.98,112.98,107.98,99.98,5R,US$,Wenger.eps,9350-76BK_D.eps,,,TechBags_L.eps,Color: Black,,,,,,,,,,,,"TSA-friendly design has a designated laptop-only section that unfolds to lay flat on the X-ray belt. Side-entry laptop compartment holds most 17"" laptops. Large main zippered compartment. Front zippered pocket with organizer including media holder, pen loops, business card holder, zippered mesh pocket and removable key fob. Side mesh pocket and elastic pocket. Padded shoulder strap with sunglasses holder. Padded back panel and adjustable shoulder straps made of Wenger® Airflow™ moisture wicking mesh. Reinforced cable carry handle. Signature Wenger® lining and hardware. Bulk",,Wenger.eps,Wenger® Scan Smart Journey Compu-Backpack,Wenger® Scan Smart Journey Compu-Backpack,Bags,Tech Bags
9350-78,INLINE,Wenger® Spirit Scan Smart Compu-Backpack,600d PolyCanvas,Multi-compartment design includes a dedicated Scan Smart laptop compartment that unzips to include a mesh pocket for your iPad or tablet. Large open compartment in addition to front pocket that contains deluxe organization and removable key fob. Padded back enhances comfort and ventilation while the padded straps make it easy to carry. Straps include mesh media pocket. Includes mesh side pocket and trolley pass-through.,Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"17.75"" H x 12.5"" W x 6.5"" L",Bulk,,,20.07874,14.96063,8.66142,4,9.944,12,50,100,150,200,73.78,70.78,67.78,64.78,59.98,5R,US$,Wenger.eps,9350-78BK_D-1.eps,,,TechBags_L.eps,Color: Black,,,,,,,,,,,,Multi-compartment design includes a dedicated Scan Smart laptop compartment that unzips to include a mesh pocket for your iPad or tablet. Large open compartment in addition to front pocket that contains deluxe organization and removable key fob. Padded back enhances comfort and ventilation while the padded straps make it easy to carry. Straps include mesh media pocket. Includes mesh side pocket and trolley pass-through. Bulk,,Wenger.eps,Wenger® Spirit Scan Smart Compu-Backpack,Wenger® Spirit Scan Smart Compu-Backpack,Bags,Tech Bags
9350-89,INLINE,Wenger® Scan Smart Compu-Backpack,840dCross Weave Nylon and Furong,"TSA-friendly design has a designated laptop-only section that unfolds to lay flat on the X-ray belt to increase your convenience, speed, and security. Side-entry laptop compartment holds most 15"" laptops. Main zippered compartment with interior media pocket and earbud port access. Two front zippered accessory pockets (one with full organization and removable key fob). Side mesh pockets. Padded back panel and adjustable shoulder straps made of Wenger® Airflow moisture wicking mesh. Carry handle. Signature Wenger® lining and hardware.",Color:,Black,Backpacks,Compu-Backpacks (Backpacks),"18"" H x 13.5"" W x 6"" L",Bulk,,,14.17,11.02,20.47,4,12.78,6,20,40,60,100,113.13,108.53,103.93,99.35,91.98,5R,US$,Wenger.eps,9350-89BK_D.eps,,,TechBags_R.eps,Color: Black,,,,,,,,,,,,"TSA-friendly design has a designated laptop-only section that unfolds to lay flat on the X-ray belt to increase your convenience, speed, and security. Side-entry laptop compartment holds most 15"" laptops. Main zippered compartment with interior media pocket and earbud port access. Two front zippered accessory pockets (one with full organization and removable key fob). Side mesh pockets. Padded back panel and adjustable shoulder straps made of Wenger® Airflow moisture wicking mesh. Carry handle. Signature Wenger® lining and hardware. Bulk",,Wenger.eps,Wenger® Scan Smart Compu-Backpack,Wenger® Scan Smart Compu-Backpack,Bags,Tech Bags
